시간	무게	무게 변화	포트	로그	상태
15_17_57_206	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_251	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_17_57_283	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_57_306	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_57_312	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_361	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_17_57_393	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_57_410	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_57_413	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_57_470	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_17_57_503	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_57_526	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_532	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_57_579	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_17_57_612	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_57_635	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_57_641	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_686	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_17_57_721	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_57_743	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_750	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_57_793	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_57_829	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_57_853	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_57_859	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_57_902	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_57_934	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_17_57_960	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_57_967	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_012	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_044	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_58_067	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_073	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_123	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_155	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_58_178	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_184	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_58_234	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_268	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_58_291	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_297	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_343	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_377	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_58_401	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_407	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_453	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_485	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_58_509	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_514	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_562	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_595	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_58_619	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_58_625	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_17_58_671	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_705	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_58_727	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_58_733	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_58_780	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_814	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_17_58_837	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_58_842	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_58_889	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_58_923	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_58_946	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_58_952	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_58_998	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_030	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_17_59_050	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_054	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_107	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_144	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_17_59_165	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_170	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_217	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_253	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_276	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_59_281	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_325	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_363	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_386	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_392	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_17_59_435	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_468	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_490	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_528	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_555	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_589	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_607	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_653	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_686	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_707	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_754	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_783	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_17_59_801	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_806	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_856	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_892	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_17_59_914	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_17_59_920	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_17_59_964	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_17_59_994	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_017	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_022	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_00_073	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_099	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_00_123	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_00_127	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_181	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_212	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_231	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_00_235	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_291	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_323	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_00_347	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_00_353	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_400	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_429	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_00_453	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_457	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_00_508	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_540	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_562	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_00_568	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_618	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_651	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_670	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_00_674	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_728	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_761	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_784	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_00_790	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_838	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_887	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_00_921	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_00_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_18_00_950	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_00_980	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_012	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_018	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_18_01_057	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_092	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_126	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_01_132	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_166	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_198	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_01_229	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_18_01_235	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_277	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_310	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_340	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_18_01_345	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_387	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_419	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_453	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_459	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_18_01_496	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_530	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_563	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_01_586	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_638	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	539	f
15_18_01_668	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_01_684	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_715	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_746	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_18_01_778	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_01_795	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_01_825	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_857	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_01_890	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_18_01_913	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_01_947	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_01_981	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_02_004	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_18_02_026	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_02_053	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_084	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_02_110	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	539	f
15_18_02_135	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_02_165	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_195	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_18_02_220	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	532	f
15_18_02_249	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_02_285	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_312	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	530	f
15_18_02_330	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	531	f
15_18_02_355	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_18_02_387	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_418	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	525	f
15_18_02_443	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	536	f
15_18_02_465	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_02_488	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	419	f
15_18_02_522	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	521	f
15_18_02_556	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_18_02_579	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_02_603	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	419	f
15_18_02_639	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	527	f
15_18_02_662	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	539	f
15_18_02_684	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_02_714	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_751	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	535	f
15_18_02_775	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	f
15_18_02_805	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	f
15_18_02_832	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_867	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	534	f
15_18_02_889	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	519	f
15_18_02_909	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	f
15_18_02_923	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_02_952	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	515	f
15_18_02_983	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	535	f
15_18_03_003	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	404	f
15_18_03_029	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	418	f
15_18_03_067	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	508	f
15_18_03_093	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	543	f
15_18_03_110	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	406	f
15_18_03_145	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	420	f
15_18_03_181	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	520	f
15_18_03_204	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	536	f
15_18_03_222	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_03_255	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_03_285	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	533	f
15_18_03_310	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	520	f
15_18_03_326	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	401	f
15_18_03_363	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_03_396	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	532	f
15_18_03_419	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	f
15_18_03_436	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	400	f
15_18_03_471	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	420	f
15_18_03_502	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	516	f
15_18_03_529	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	540	f
15_18_03_553	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	f
15_18_03_578	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	419	f
15_18_03_651	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	511	f
15_18_03_673	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	539	f
15_18_03_694	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_03_715	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_18_03_742	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	524	f
15_18_03_773	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	524	f
15_18_03_796	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_03_818	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_03_850	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	533	f
15_18_03_872	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	522	f
15_18_03_877	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	402	f
15_18_03_901	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_03_938	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	524	f
15_18_03_965	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	534	f
15_18_03_988	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	402	f
15_18_04_013	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	420	f
15_18_04_050	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	512	f
15_18_04_077	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	539	f
15_18_04_100	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	404	f
15_18_04_122	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	420	f
15_18_04_158	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	518	f
15_18_04_184	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	532	f
15_18_04_203	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	404	f
15_18_04_230	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_18_04_271	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	530	f
15_18_04_298	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	522	f
15_18_04_321	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	404	f
15_18_04_343	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_04_382	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	531	f
15_18_04_409	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	524	f
15_18_04_431	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	f
15_18_04_454	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_18_04_494	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	520	f
15_18_04_516	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	537	f
15_18_04_538	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	404	f
15_18_04_561	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	419	f
15_18_04_602	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	511	f
15_18_04_627	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	538	f
15_18_04_650	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_04_675	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	419	f
15_18_04_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	518	f
15_18_04_726	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	531	f
15_18_04_739	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	405	f
15_18_04_772	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	f
15_18_04_815	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	f
15_18_04_839	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	f
15_18_04_866	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	f
15_18_04_890	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_04_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_04_953	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_04_976	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_05_002	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_05_035	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_05_058	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_05_064	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_05_091	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_05_122	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
